route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name
400,saturday,400-83,Rosa Parks Nexus,0,4002,400L
400,saturday,400-84,Rosa Parks Nexus,0,4002,400L
400,saturday,400-85,Rosa Parks Nexus,0,4002,400L
400,saturday,400-86,Rosa Parks Nexus,0,4002,400L
400,saturday,400-87,Rosa Parks Nexus,0,4002,400L
400,saturday,400-88,Rosa Parks Nexus,0,4002,400L
400,saturday,400-89,Rosa Parks Nexus,0,4002,400L
400,saturday,400-90,Rosa Parks Nexus,0,4002,400L
400,saturday,400-91,Rosa Parks Nexus,0,4002,400L
400,saturday,400-92,Rosa Parks Nexus,0,4002,400L
400,saturday,400-93,Rosa Parks Nexus,0,4002,400L
400,saturday,400-94,Rosa Parks Nexus,0,4002,400L
400,saturday,400-95,Rosa Parks Nexus,0,4002,400L
400,saturday,400-96,Rosa Parks Nexus,0,4002,400L
400,saturday,400-97,Rosa Parks Nexus,0,4002,400L
400,saturday,400-98,Rosa Parks Nexus,0,4002,400L
400,saturday,400-99,Rosa Parks Nexus,0,4002,400L
400,saturday,400-100,Rosa Parks Nexus,0,4002,400L
400,saturday,400-101,Rosa Parks Nexus,0,4002,400L
400,saturday,400-102,Rosa Parks Nexus,0,4002,400L
400,saturday,400-103,Rosa Parks Nexus,0,4002,400L
400,saturday,400-104,Rosa Parks Nexus,0,4002,400L
400,saturday,400-105,Rosa Parks Nexus,0,4002,400L
400,saturday,400-106,Rosa Parks Nexus,0,4002,400L
400,saturday,400-107,Rosa Parks Nexus,0,4002,400L
400,saturday,400-108,Rosa Parks Nexus,0,4002,400L
400,saturday,400-109,Rosa Parks Nexus,0,4002,400L
400,saturday,400-110,Rosa Parks Nexus,0,4002,400L
400,saturday,400-111,Rosa Parks Nexus,0,4002,400L
400,saturday,400-112,Rosa Parks Nexus,0,4002,400L
400,sunday,400-113,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-114,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-115,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-116,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-117,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-118,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-119,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-120,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-121,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-122,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-123,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-124,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-125,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-126,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-127,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-128,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-129,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-130,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-131,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-132,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-133,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-134,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-135,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-136,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-137,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-138,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-139,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-140,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-141,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-142,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-143,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-144,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-145,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-146,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-147,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-148,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-149,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-150,Henry Ford West Bloomfield,1,4008,400L
400,sunday,400-151,Rosa Parks Nexus,0,4002,400L
400,sunday,400-152,Rosa Parks Nexus,0,4002,400L
400,sunday,400-153,Rosa Parks Nexus,0,4002,400L
400,sunday,400-154,Rosa Parks Nexus,0,4002,400L
400,sunday,400-155,Rosa Parks Nexus,0,4002,400L
400,sunday,400-156,Rosa Parks Nexus,0,4002,400L
400,sunday,400-157,Rosa Parks Nexus,0,4002,400L
400,sunday,400-158,Rosa Parks Nexus,0,4002,400L
400,sunday,400-159,Rosa Parks Nexus,0,4002,400L
400,sunday,400-160,Rosa Parks Nexus,0,4002,400L
400,sunday,400-161,Rosa Parks Nexus,0,4002,400L
400,sunday,400-162,Rosa Parks Nexus,0,4002,400L
400,sunday,400-163,Rosa Parks Nexus,0,4002,400L
400,sunday,400-164,Rosa Parks Nexus,0,4002,400L
400,sunday,400-165,Rosa Parks Nexus,0,4002,400L
400,sunday,400-166,Rosa Parks Nexus,0,4002,400L
400,sunday,400-167,Rosa Parks Nexus,0,4002,400L
400,sunday,400-168,Rosa Parks Nexus,0,4002,400L
400,sunday,400-169,Rosa Parks Nexus,0,4002,400L
400,sunday,400-170,Rosa Parks Nexus,0,4002,400L
400,sunday,400-171,Rosa Parks Nexus,0,4002,400L
400,sunday,400-172,Rosa Parks Nexus,0,4002,400L
400,sunday,400-173,Rosa Parks Nexus,0,4002,400L
400,sunday,400-174,Rosa Parks Nexus,0,4002,400L
400,sunday,400-175,Rosa Parks Nexus,0,4002,400L
400,sunday,400-176,Rosa Parks Nexus,0,4002,400L
400,sunday,400-177,Rosa Parks Nexus,0,4002,400L
400,sunday,400-178,Rosa Parks Nexus,0,4002,400L
400,sunday,400-179,Rosa Parks Nexus,0,4002,400L
400,sunday,400-180,Rosa Parks Nexus,0,4002,400L
400,sunday,400-181,Rosa Parks Nexus,0,4002,400L
400,sunday,400-182,Rosa Parks Nexus,0,4002,400L
400,sunday,400-183,Rosa Parks Nexus,0,4002,400L
400,sunday,400-184,Rosa Parks Nexus,0,4002,400L
400,sunday,400-185,Rosa Parks Nexus,0,4002,400L
400,sunday,400-186,Rosa Parks Nexus,0,4002,400L
400,sunday,400-187,Rosa Parks Nexus,0,4002,400L
400,sunday,400-188,Rosa Parks Nexus,0,4002,400L
400,sunday,400-189,Rosa Parks Nexus,0,4002,400L
400,sunday,400-190,Rosa Parks Nexus,0,4002,400L
400,weekday,400-191,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-192,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-193,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-194,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-195,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-196,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-197,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-198,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-199,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-200,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-201,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-202,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-203,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-204,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-205,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-206,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-207,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-208,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-209,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-210,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-211,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-212,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-213,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-214,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-215,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-216,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-217,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-218,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-219,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-220,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-221,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-222,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-223,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-224,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-225,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-226,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-227,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-228,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-229,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-230,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-231,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-232,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-233,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-234,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-235,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-236,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-237,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-238,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-239,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-240,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-241,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-242,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-243,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-244,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-245,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-246,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-247,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-248,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-249,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-250,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-251,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-252,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-253,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-254,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-255,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-256,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-257,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-258,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-259,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-260,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-261,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-262,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-263,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-264,Henry Ford West Bloomfield,1,4008,400L
400,weekday,400-265,Rosa Parks Nexus,0,4002,400L
400,weekday,400-266,Rosa Parks Nexus,0,4002,400L
400,weekday,400-267,Rosa Parks Nexus,0,4002,400L
400,weekday,400-268,Rosa Parks Nexus,0,4002,400L
400,weekday,400-269,Rosa Parks Nexus,0,4002,400L
400,weekday,400-270,Rosa Parks Nexus,0,4002,400L
400,weekday,400-271,Rosa Parks Nexus,0,4002,400L
400,weekday,400-272,Rosa Parks Nexus,0,4002,400L
400,weekday,400-273,Rosa Parks Nexus,0,4002,400L
400,weekday,400-274,Rosa Parks Nexus,0,4002,400L
400,weekday,400-275,Rosa Parks Nexus,0,4002,400L
400,weekday,400-276,Rosa Parks Nexus,0,4002,400L
400,weekday,400-277,Rosa Parks Nexus,0,4002,400L
400,weekday,400-278,Rosa Parks Nexus,0,4002,400L
400,weekday,400-279,Rosa Parks Nexus,0,4002,400L
400,weekday,400-280,Rosa Parks Nexus,0,4002,400L
400,weekday,400-281,Rosa Parks Nexus,0,4002,400L
400,weekday,400-282,Rosa Parks Nexus,0,4002,400L
400,weekday,400-283,Rosa Parks Nexus,0,4002,400L
400,weekday,400-284,Rosa Parks Nexus,0,4002,400L
400,weekday,400-285,Rosa Parks Nexus,0,4002,400L
400,weekday,400-286,Rosa Parks Nexus,0,4002,400L
400,weekday,400-287,Rosa Parks Nexus,0,4002,400L
400,weekday,400-288,Rosa Parks Nexus,0,4002,400L
400,weekday,400-289,Rosa Parks Nexus,0,4002,400L
400,weekday,400-290,Rosa Parks Nexus,0,4002,400L
400,weekday,400-291,Rosa Parks Nexus,0,4002,400L
400,weekday,400-292,Rosa Parks Nexus,0,4002,400L
400,weekday,400-293,Rosa Parks Nexus,0,4002,400L
400,weekday,400-294,Rosa Parks Nexus,0,4002,400L
400,weekday,400-295,Rosa Parks Nexus,0,4002,400L
400,weekday,400-296,Rosa Parks Nexus,0,4002,400L
400,weekday,400-297,Rosa Parks Nexus,0,4002,400L
400,weekday,400-298,Rosa Parks Nexus,0,4002,400L
400,weekday,400-299,Rosa Parks Nexus,0,4002,400L
400,weekday,400-300,Rosa Parks Nexus,0,4002,400L
400,weekday,400-301,Rosa Parks Nexus,0,4002,400L
400,weekday,400-302,Rosa Parks Nexus,0,4002,400L
400,weekday,400-303,Rosa Parks Nexus,0,4002,400L
400,weekday,400-304,Rosa Parks Nexus,0,4002,400L
400,weekday,400-305,Rosa Parks Nexus,0,4002,400L
400,weekday,400-306,Rosa Parks Nexus,0,4002,400L
400,weekday,400-307,Rosa Parks Nexus,0,4002,400L
400,weekday,400-308,Rosa Parks Nexus,0,4002,400L
400,weekday,400-309,Rosa Parks Nexus,0,4002,400L
400,weekday,400-310,Rosa Parks Nexus,0,4002,400L
400,weekday,400-311,Rosa Parks Nexus,0,4002,400L
400,weekday,400-312,Rosa Parks Nexus,0,4002,400L
400,weekday,400-313,Rosa Parks Nexus,0,4002,400L
400,weekday,400-314,Rosa Parks Nexus,0,4002,400L
400,weekday,400-315,Rosa Parks Nexus,0,4002,400L
400,weekday,400-316,Rosa Parks Nexus,0,4002,400L
400,weekday,400-317,Rosa Parks Nexus,0,4002,400L
400,weekday,400-318,Rosa Parks Nexus,0,4002,400L
400,weekday,400-319,Rosa Parks Nexus,0,4002,400L
400,weekday,400-320,Rosa Parks Nexus,0,4002,400L
400,weekday,400-321,Rosa Parks Nexus,0,4002,400L
400,weekday,400-322,Rosa Parks Nexus,0,4002,400L
400,weekday,400-323,Rosa Parks Nexus,0,4002,400L
400,weekday,400-324,Rosa Parks Nexus,0,4002,400L
400,weekday,400-325,Rosa Parks Nexus,0,4002,400L
400,weekday,400-326,Rosa Parks Nexus,0,4002,400L
400,weekday,400-327,Rosa Parks Nexus,0,4002,400L
400,weekday,400-328,Rosa Parks Nexus,0,4002,400L
400,weekday,400-329,Rosa Parks Nexus,0,4002,400L
400,weekday,400-330,Rosa Parks Nexus,0,4002,400L
400,weekday,400-331,Rosa Parks Nexus,0,4002,400L
400,weekday,400-332,Rosa Parks Nexus,0,4002,400L
400,weekday,400-333,Rosa Parks Nexus,0,4002,400L
400,weekday,400-334,Rosa Parks Nexus,0,4002,400L
400,weekday,400-335,Rosa Parks Nexus,0,4002,400L
400,weekday,400-336,Rosa Parks Nexus,0,4002,400L
400,weekday,400-337,Rosa Parks Nexus,0,4002,400L
